SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KRIDHANINF, EQ, 12-Feb-2021,3.95,4.05,4.05,3.9,3.95,4.0,3.94,48571,1.91,80, 34306, 70.63
KRISHANA, EQ, 12-Feb-2021,68.3,68.35,71.85,68.35,70.0,70.0,70.8,79,0.06,14, 60, 75.95
KSB, EQ, 12-Feb-2021,664.4,676.7,676.7,660.8,661.1,662.25,665.67,27280,181.6,3175, 11406, 41.81
KSCL, EQ, 12-Feb-2021,532.05,532.1,542.35,527.8,528.1,530.7,534.7,278165,1487.36,10914, 136083, 48.92
KSL, EQ, 12-Feb-2021,291.55,291.55,300.7,288.0,293.55,294.75,296.09,237563,703.4,5863, 112665, 47.43
KSOLVES, SM, 12-Feb-2021,615.0,624.0,642.75,624.0,642.75,642.75,633.92,900,5.71,3, 600, 66.67
KTKBANK, EQ, 12-Feb-2021,65.3,65.7,66.4,65.05,65.15,65.25,65.63,1322955,868.3,5049, 456779, 34.53
KUANTUM, EQ, 12-Feb-2021,58.05,57.0,57.0,54.5,55.8,55.6,55.34,48090,26.61,777, 30592, 63.61
KWALITY, EQ, 12-Feb-2021,2.7,2.7,2.7,2.65,2.7,2.65,2.68,507044,13.58,528, 282630, 55.74
L&TFH, EQ, 12-Feb-2021,93.95,93.9,95.25,93.1,94.15,94.25,94.33,15762516,14868.92,48495, 3719581, 23.60
L&TFINANCE, N8, 12-Feb-2021,1096.25,1100.99,1101.98,1100.99,1101.98,1101.98,1101.47,960,10.57,8, 505, 52.60
L&TFINANCE, NC, 12-Feb-2021,1126.01,1085.71,1140.0,1085.71,1140.0,1140.0,1126.98,226,2.55,22, 211, 93.36
L&TFINANCE, NG, 12-Feb-2021,1206.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,35,0.43,1, 35, 100.00
L&TFINANCE, NO, 12-Feb-2021,1100.5,1101.1,1101.1,1101.1,1101.1,1101.1,1101.1,20,0.22,1, 20, 100.00
L&TFINANCE, NQ, 12-Feb-2021,1055.11,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,25,0.28,2, 25, 100.00
L&TFINANCE, NW, 12-Feb-2021,1115.0,1116.0,1116.0,1116.0,1116.0,1116.0,1116.0,5,0.06,1, 5, 100.00
L&TFINANCE, NY, 12-Feb-2021,1026.0,1042.0,1042.0,1039.9,1039.9,1039.9,1040.83,45,0.47,3, 45, 100.00
L&TFINANCE, Y3, 12-Feb-2021,1059.0,1059.0,1059.0,1059.0,1059.0,1059.0,1059.0,2,0.02,1, 2, 100.00
L&TFINANCE, Y5, 12-Feb-2021,1068.0,1060.5,1069.0,1060.5,1066.0,1066.0,1064.66,312,3.32,33, 12, 3.85
L&TFINANCE, Y7, 12-Feb-2021,1066.0,1088.0,1088.0,1063.0,1066.0,1066.0,1065.9,740,7.89,15, 500, 67.57
L&TFINANCE, Y9, 12-Feb-2021,1084.5,1075.15,1075.2,1075.12,1075.12,1075.12,1075.16,220,2.37,3, 220, 100.00
L&TINFRA, N5, 12-Feb-2021,1069.95,1070.19,1070.19,1070.19,1070.19,1070.19,1070.19,1,0.01,1, 1, 100.00
L&TINFRA, N6, 12-Feb-2021,2197.12,2197.02,2197.5,2196.02,2197.5,2197.12,2196.4,634,13.93,18, 634, 100.00
LAKPRE, BZ, 12-Feb-2021,5.5,5.5,5.7,5.5,5.65,5.65,5.57,880,0.05,4, -, -
LALPATHLAB, EQ, 12-Feb-2021,2435.85,2445.0,2454.3,2390.0,2423.0,2426.05,2419.28,109038,2637.94,10270, 26090, 23.93
LAMBODHARA, EQ, 12-Feb-2021,46.0,45.95,47.5,44.65,44.7,45.05,45.82,7029,3.22,181, 4676, 66.52
LAOPALA, EQ, 12-Feb-2021,209.75,210.9,213.0,209.0,209.9,209.45,210.27,183989,386.87,3363, 105926, 57.57
LASA, EQ, 12-Feb-2021,74.75,74.85,76.2,73.5,73.95,74.0,74.84,137690,103.05,1598, 52694, 38.27
LATTEYS, SM, 12-Feb-2021,44.9,47.1,47.1,47.1,47.1,47.1,47.1,2000,0.94,1, 2000, 100.00
LAURUSLABS, EQ, 12-Feb-2021,367.35,368.95,380.0,365.9,375.9,375.65,374.97,5297950,19865.84,57414, 2142014, 40.43
LAXMIMACH, EQ, 12-Feb-2021,6254.15,6320.0,6340.0,6150.65,6230.0,6184.15,6256.13,4967,310.74,1639, 2746, 55.28
LEMONTREE, EQ, 12-Feb-2021,41.45,41.55,42.35,41.45,41.9,41.9,41.86,934817,391.29,3748, 436545, 46.70
LEXUS, SM, 12-Feb-2021,18.55,18.7,18.7,17.7,17.7,17.7,17.99,17000,3.06,7, 17000, 100.00
LFIC, EQ, 12-Feb-2021,83.65,81.25,92.0,78.05,89.5,88.25,84.2,15716,13.23,365, 3598, 22.89
LGBBROSLTD, EQ, 12-Feb-2021,333.15,333.15,337.0,331.1,332.1,334.25,333.99,50039,167.12,1040, 30821, 61.59
LGBFORGE, EQ, 12-Feb-2021,4.0,4.35,4.4,4.25,4.4,4.4,4.4,267952,11.78,267, 245006, 91.44
LIBAS, BE, 12-Feb-2021,47.0,47.0,47.95,45.3,47.0,46.65,46.75,15337,7.17,99, -, -
LIBERTSHOE, EQ, 12-Feb-2021,142.2,142.5,143.7,139.25,141.9,141.7,142.23,49194,69.97,1208, 24047, 48.88
LICHSGFIN, EQ, 12-Feb-2021,434.5,435.4,445.9,434.25,442.6,442.5,441.62,5424346,23955.15,76533, 914087, 16.85
LICNETFGSC, EQ, 12-Feb-2021,21.78,21.88,21.88,21.65,21.79,21.78,21.71,13763,2.99,94, 13470, 97.87
LICNETFN50, EQ, 12-Feb-2021,159.35,160.95,160.95,157.1,158.79,157.65,158.3,429,0.68,93, 325, 75.76
LICNETFSEN, EQ, 12-Feb-2021,532.95,543.65,580.0,527.09,539.0,535.07,537.22,374,2.01,153, 88, 23.53
LICNFNHGP, EQ, 12-Feb-2021,153.97,156.0,156.0,154.5,154.5,154.58,155.86,60,0.09,16, 46, 76.67
LIKHITHA, EQ, 12-Feb-2021,234.6,236.2,254.25,232.4,248.0,247.65,245.53,547704,1344.79,11126, 179102, 32.70
LINCOLN, EQ, 12-Feb-2021,223.25,224.0,225.5,219.2,219.9,219.85,221.65,77796,172.44,1631, 51601, 66.33
LINCPEN, EQ, 12-Feb-2021,187.55,185.15,188.35,175.0,182.65,181.0,181.46,10329,18.74,448, 5708, 55.26
LINDEINDIA, EQ, 12-Feb-2021,1145.0,1168.0,1186.0,1149.2,1160.5,1165.85,1168.26,127756,1492.52,8704, 57337, 44.88
LIQUIDBEES, EQ, 12-Feb-2021,1000.0,999.21,1000.93,990.0,1000.0,1000.0,1000.0,996946,9969.48,4025, 762453, 76.48
LIQUIDETF, EQ, 12-Feb-2021,1000.0,1000.04,1000.04,999.99,999.99,999.99,1000.0,11232,112.32,65, 9962, 88.69
LOKESHMACH, BE, 12-Feb-2021,37.7,36.4,38.6,36.4,38.2,38.05,37.94,5854,2.22,45, -, -
LOTUSEYE, EQ, 12-Feb-2021,35.25,35.55,35.7,34.0,34.8,35.2,34.69,9643,3.35,129, 6661, 69.08
LOVABLE, EQ, 12-Feb-2021,83.9,84.35,92.25,84.15,92.25,92.25,91.26,260139,237.41,2433, 116446, 44.76
LPDC, BE, 12-Feb-2021,2.1,2.2,2.2,2.0,2.0,2.0,2.07,24059,0.5,44, -, -
LSIL, EQ, 12-Feb-2021,0.95,1.0,1.0,0.95,1.0,0.95,0.97,1125467,10.93,745, 628233, 55.82
LT, EQ, 12-Feb-2021,1530.5,1535.0,1544.0,1516.1,1521.0,1521.35,1529.84,1867284,28566.43,69363, 488244, 26.15
LTI, EQ, 12-Feb-2021,4026.35,4026.35,4077.7,3990.0,4052.0,4039.9,4029.7,65326,2632.44,14053, 30115, 46.10
LTMFEOF2R, MF, 12-Feb-2021,13.19,13.25,13.5,13.25,13.26,13.26,13.26,17500,2.32,7, 17500, 100.00
LTMFEOFR, MF, 12-Feb-2021,12.45,12.4,12.4,12.4,12.4,12.4,12.4,11,0.0,1, 11, 100.00
LTTS, EQ, 12-Feb-2021,2580.65,2590.0,2611.95,2567.0,2600.0,2599.9,2594.22,65750,1705.7,6827, 21800, 33.16
LUMAXIND, EQ, 12-Feb-2021,1414.05,1492.0,1492.0,1422.0,1430.05,1439.75,1440.04,18464,265.89,2607, 8203, 44.43
LUMAXTECH, EQ, 12-Feb-2021,129.75,132.5,136.05,127.8,131.9,132.4,131.5,149410,196.47,2031, 73311, 49.07
LUPIN, EQ, 12-Feb-2021,1060.15,1068.0,1068.0,1048.0,1051.0,1053.0,1055.76,962147,10157.95,19549, 151824, 15.78
LUXIND, EQ, 12-Feb-2021,1796.3,1799.95,1874.0,1765.35,1830.35,1838.45,1816.81,71857,1305.5,5258, 25926, 36.08
LYKALABS, BE, 12-Feb-2021,31.9,31.9,32.7,30.35,31.05,31.0,31.09,31755,9.87,106, -, -
LYPSAGEMS, EQ, 12-Feb-2021,4.45,4.5,4.7,4.25,4.25,4.35,4.43,22762,1.01,91, 15449, 67.87
M&M, EQ, 12-Feb-2021,914.2,916.0,918.55,905.0,906.85,908.55,910.92,2484145,22628.51,55757, 581042, 23.39
M&MFIN, EQ, 12-Feb-2021,196.95,197.4,208.2,194.6,206.5,205.45,204.45,22897734,46815.34,142572, 5167202, 22.57
M&MFIN, N1, 12-Feb-2021,1060.0,1180.0,1180.0,1041.0,1041.0,1041.0,1111.41,104,1.16,3, 52, 50.00
M&MFIN, N2, 12-Feb-2021,1120.01,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1,0.01,1, 1, 100.00
M100, EQ, 12-Feb-2021,23.81,23.99,24.1,23.7,23.83,23.92,23.86,95446,22.78,774, 55976, 58.65
M14RG, MF, 12-Feb-2021,9.28,9.03,9.03,9.03,9.03,9.03,9.03,2000,0.18,2, 2000, 100.00
M15RG, MF, 12-Feb-2021,8.1,8.91,8.91,8.91,8.91,8.91,8.91,30000,2.67,3, 30000, 100.00
M17RD, MF, 12-Feb-2021,7.24,7.21,7.51,7.21,7.51,7.51,7.21,1525,0.11,3, 1525, 100.00
M17RG, MF, 12-Feb-2021,7.21,7.02,7.02,7.02,7.02,7.02,7.02,2000,0.14,1, 2000, 100.00
M50, EQ, 12-Feb-2021,147.78,147.5,148.95,146.8,148.11,147.19,147.6,2566,3.79,41, 1875, 73.07
MAANALU, EQ, 12-Feb-2021,130.85,128.95,130.0,120.0,126.0,128.15,125.44,230652,289.34,5038, 74815, 32.44
MACPOWER, BE, 12-Feb-2021,93.25,96.5,97.9,93.25,97.0,97.0,96.62,1642,1.59,28, -, -
MADHAV, EQ, 12-Feb-2021,54.75,55.8,55.8,52.3,53.95,53.7,54.41,12135,6.6,142, 9018, 74.31
MADHUCON, EQ, 12-Feb-2021,5.05,5.0,5.55,4.9,5.55,5.55,5.5,121375,6.68,278, 106606, 87.83
MADRASFERT, BE, 12-Feb-2021,25.2,26.1,26.25,25.5,25.8,25.75,25.94,99873,25.9,504, -, -
MAESGETF, EQ, 12-Feb-2021,25.69,25.77,25.81,25.6,25.66,25.65,25.73,7097,1.83,39, 4991, 70.33
MAGADSUGAR, EQ, 12-Feb-2021,107.9,109.65,109.9,106.05,106.75,107.3,108.01,3917,4.23,176, 1923, 49.09
MAGMA, EQ, 12-Feb-2021,93.55,98.2,98.2,98.2,98.2,98.2,98.2,684632,672.31,384, 684632, 100.00
MAGMA, N1, 12-Feb-2021,1090.0,1124.5,1150.0,1087.0,1088.11,1088.11,1138.51,146,1.66,11, 105, 71.92
MAGMA, N3, 12-Feb-2021,1020.0,1022.0,1022.0,1022.0,1022.0,1022.0,1022.0,55,0.56,2, 55, 100.00
MAGNUM, EQ, 12-Feb-2021,4.4,4.5,4.5,4.35,4.4,4.4,4.43,28130,1.25,75, 21219, 75.43
MAHABANK, EQ, 12-Feb-2021,15.95,15.9,16.1,15.7,15.75,15.8,15.9,2388673,379.73,3306, 767331, 32.12
MAHAPEXLTD, BE, 12-Feb-2021,82.0,80.0,84.0,77.9,81.9,81.9,78.17,47622,37.23,85, -, -
MAHASTEEL, EQ, 12-Feb-2021,105.6,107.45,109.0,103.4,106.3,105.15,106.48,4280,4.56,164, 2852, 66.64
MAHEPC, EQ, 12-Feb-2021,152.55,152.55,157.5,151.5,152.25,151.8,153.88,139112,214.07,2487, 63190, 45.42
MAHESHWARI, EQ, 12-Feb-2021,93.4,93.4,97.0,92.1,95.95,96.45,95.32,80650,76.88,1025, 41661, 51.66
MAHICKRA, SM, 12-Feb-2021,79.8,78.9,81.4,78.75,81.4,81.15,80.33,9000,7.23,6, 7500, 83.33
MAHINDCIE, EQ, 12-Feb-2021,163.45,164.3,170.4,163.55,169.3,168.05,165.68,102892,170.47,1949, 57040, 55.44
MAHLIFE, EQ, 12-Feb-2021,488.5,496.9,508.0,486.75,490.0,495.3,498.75,104268,520.04,5166, 64714, 62.07
MAHLOG, EQ, 12-Feb-2021,495.0,497.6,500.0,484.0,489.15,487.3,493.57,18440,91.02,1387, 7383, 40.04
MAHSCOOTER, EQ, 12-Feb-2021,3901.55,3866.3,3920.25,3830.05,3864.9,3846.15,3885.73,5653,219.66,973, 4073, 72.05
MAHSEAMLES, EQ, 12-Feb-2021,290.45,290.9,291.65,285.65,286.0,286.5,288.36,21888,63.12,718, 13503, 61.69
MAITHANALL, EQ, 12-Feb-2021,657.15,660.0,663.0,632.65,642.0,638.8,647.49,42528,275.37,2169, 23591, 55.47
MAJESCO, BE, 12-Feb-2021,62.15,65.25,65.25,65.25,65.25,65.25,65.25,221429,144.48,719, -, -
MALUPAPER, EQ, 12-Feb-2021,27.15,28.25,28.35,26.8,27.5,27.5,27.37,20198,5.53,130, 16162, 80.02
MAN50ETF, EQ, 12-Feb-2021,154.46,157.55,157.55,154.47,155.1,155.07,155.07,34381,53.31,392, 32324, 94.02
MANAKALUCO, EQ, 12-Feb-2021,9.35,9.2,9.5,9.1,9.5,9.45,9.39,13357,1.25,82, 8267, 61.89
MANAKCOAT, EQ, 12-Feb-2021,11.8,12.9,12.9,10.7,11.25,11.9,12.02,84883,10.2,267, 71515, 84.25
MANAKSIA, EQ, 12-Feb-2021,54.3,54.95,58.0,53.35,56.0,55.95,56.19,106508,59.84,1004, 69840, 65.57
MANAKSTEEL, EQ, 12-Feb-2021,21.05,22.0,22.1,21.25,21.8,21.6,21.95,64294,14.11,281, 48430, 75.33
MANALIPETC, EQ, 12-Feb-2021,49.35,49.8,51.85,49.0,50.4,50.0,50.37,3948155,1988.65,17337, 1361581, 34.49
MANAPPURAM, EQ, 12-Feb-2021,176.3,177.15,179.5,174.75,175.8,176.05,177.58,5534171,9827.78,43758, 1066366, 19.27
MANGALAM, EQ, 12-Feb-2021,136.8,124.0,131.5,124.0,127.3,127.0,128.0,215047,275.26,3515, 137224, 63.81
MANGCHEFER, EQ, 12-Feb-2021,67.85,67.6,78.5,67.6,75.0,76.85,74.35,5443219,4046.91,26185, 2273674, 41.77
MANGLMCEM, EQ, 12-Feb-2021,269.15,273.9,276.0,264.15,265.25,266.05,270.49,65688,177.68,2735, 30967, 47.14
MANGTIMBER, EQ, 12-Feb-2021,11.8,11.25,11.3,11.25,11.25,11.25,11.25,5896,0.66,59, 5740, 97.35
MANINDS, EQ, 12-Feb-2021,74.35,74.5,75.2,72.8,73.0,73.05,73.93,214108,158.28,2641, 139310, 65.07
MANINFRA, EQ, 12-Feb-2021,38.25,38.25,38.5,37.0,37.2,37.2,37.59,579058,217.66,3109, 293186, 50.63
MANUGRAPH, EQ, 12-Feb-2021,12.3,12.25,12.3,11.9,12.1,12.1,12.1,2008,0.24,22, 1834, 91.33
MANXT50, EQ, 12-Feb-2021,343.03,344.25,345.29,343.12,344.77,344.8,344.51,5838,20.11,61, 5382, 92.19
MARALOVER, BE, 12-Feb-2021,26.55,26.95,27.3,26.1,26.1,26.1,26.82,4907,1.32,64, -, -
MARATHON, EQ, 12-Feb-2021,77.5,77.5,79.0,76.0,78.0,77.9,78.05,199186,155.47,384, 121094, 60.79
MARICO, EQ, 12-Feb-2021,416.6,417.0,417.15,410.0,411.0,411.65,412.73,1406466,5804.85,19738, 423705, 30.13
MARINE, EQ, 12-Feb-2021,244.05,248.0,253.0,243.5,248.5,249.95,248.51,81810,203.31,850, 14943, 18.27
MARKSANS, EQ, 12-Feb-2021,57.0,57.55,58.35,56.6,56.9,56.8,57.37,903300,518.25,3833, 575263, 63.68
MARSHALL, SM, 12-Feb-2021,12.3,12.9,12.9,12.9,12.9,12.9,12.9,6000,0.77,2, 6000, 100.00
MARUTI, EQ, 12-Feb-2021,7667.35,7620.1,7675.0,7525.9,7570.0,7568.5,7603.77,756833,57547.83,64775, 194262, 25.67
MASFIN, EQ, 12-Feb-2021,857.0,861.5,861.5,842.55,847.5,847.6,849.76,27828,236.47,3842, 15603, 56.07
MASKINVEST, BE, 12-Feb-2021,34.5,34.5,34.5,34.5,34.5,34.5,34.5,5,0.0,1, -, -
MASTEK, EQ, 12-Feb-2021,1166.65,1170.0,1270.0,1169.95,1204.0,1192.7,1221.67,656951,8025.74,39095, 235884, 35.91
MATRIMONY, EQ, 12-Feb-2021,902.5,911.9,935.0,893.0,910.1,907.2,914.81,13628,124.67,1610, 8686, 63.74
MAWANASUG, EQ, 12-Feb-2021,32.75,33.3,36.0,33.05,34.4,34.3,34.88,300844,104.92,1572, 152460, 50.68
MAXHEALTH, EQ, 12-Feb-2021,197.8,194.8,208.0,194.35,197.25,198.15,199.76,1410742,2818.09,21956, 612612, 43.42
MAXIND, EQ, 12-Feb-2021,63.55,63.1,63.7,62.55,62.75,62.65,62.77,185455,116.42,625, 158416, 85.42
MAXVIL, EQ, 12-Feb-2021,53.95,54.9,54.9,52.15,52.2,52.9,53.65,100779,54.07,590, 72173, 71.62
MAYURUNIQ, EQ, 12-Feb-2021,370.5,354.0,390.0,352.35,377.0,382.8,375.01,278763,1045.38,7138, 128846, 46.22
MAZDA, EQ, 12-Feb-2021,606.35,590.0,599.45,559.6,563.0,563.25,571.84,38221,218.56,2810, 19672, 51.47
MAZDOCK, EQ, 12-Feb-2021,231.8,232.95,234.8,223.0,223.5,224.4,229.11,1348285,3089.08,18267, 476747, 35.36
MBAPL, BE, 12-Feb-2021,71.9,69.75,75.4,68.35,73.25,71.0,69.6,6076,4.23,45, -, -
MBECL, BE, 12-Feb-2021,11.8,12.35,12.35,11.25,11.25,11.25,11.89,540964,64.3,651, -, -
MBLINFRA, EQ, 12-Feb-2021,19.1,19.65,19.65,18.7,18.7,18.85,18.89,94692,17.89,304, 68412, 72.25
MCDHOLDING, EQ, 12-Feb-2021,37.3,37.15,38.0,36.0,36.5,36.3,37.02,43027,15.93,1176, 24659, 57.31
MCDOWELL-N, EQ, 12-Feb-2021,571.7,574.15,577.7,566.0,566.65,567.65,570.62,2219681,12666.01,55936, 715895, 32.25
MCL, EQ, 12-Feb-2021,98.25,104.9,104.9,96.05,96.3,98.15,100.14,46450,46.52,437, 25548, 55.00
MCLEODRUSS, EQ, 12-Feb-2021,19.35,20.25,20.3,19.65,20.3,20.3,20.19,1135258,229.22,1287, 954097, 84.04
MCX, EQ, 12-Feb-2021,1492.35,1500.0,1575.0,1500.0,1566.0,1564.6,1544.72,728680,11256.05,35686, 342774, 47.04
MDL, SM, 12-Feb-2021,24.0,22.8,22.8,22.8,22.8,22.8,22.8,2000,0.46,1, 2000, 100.00
MEGASOFT, EQ, 12-Feb-2021,10.8,10.75,11.25,10.35,10.4,10.5,10.98,108067,11.86,372, 50404, 46.64
MEGH, EQ, 12-Feb-2021,82.7,82.75,83.6,80.5,80.8,80.85,81.92,1002794,821.53,7372, 442164, 44.09
MELSTAR, BZ, 12-Feb-2021,1.75,1.75,1.8,1.7,1.8,1.8,1.76,5226,0.09,23, -, -
MENONBE, EQ, 12-Feb-2021,58.7,58.45,59.8,55.1,58.95,58.4,57.88,44933,26.01,798, 26989, 60.06
MEP, EQ, 12-Feb-2021,17.0,17.15,17.3,16.8,16.95,16.9,17.01,124050,21.1,371, 67673, 54.55
MERCATOR, BE, 12-Feb-2021,1.05,1.05,1.05,1.0,1.05,1.05,1.01,862381,8.74,126, -, -
METALFORGE, EQ, 12-Feb-2021,5.25,5.5,5.5,5.5,5.5,5.5,5.5,7429,0.41,12, 7429, 100.00
METKORE, BZ, 12-Feb-2021,0.75,0.75,0.75,0.7,0.75,0.75,0.74,25821,0.19,49, -, -
METROPOLIS, EQ, 12-Feb-2021,2061.25,2089.0,2089.0,2030.1,2050.0,2039.3,2051.69,58179,1193.65,5204, 24665, 42.40
MFSL, EQ, 12-Feb-2021,817.75,820.0,825.45,804.0,812.0,809.4,814.08,1208971,9841.94,34317, 411238, 34.02
MGEL, EQ, 12-Feb-2021,46.5,45.65,49.95,45.25,46.55,47.3,47.92,25520,12.23,257, 19091, 74.81
MGL, EQ, 12-Feb-2021,1163.65,1163.0,1178.2,1132.55,1140.45,1140.55,1150.32,789522,9081.99,29343, 262037, 33.19
MHHL, SM, 12-Feb-2021,22.9,24.0,24.0,23.5,24.0,23.95,23.92,27000,6.46,8, 21000, 77.78
MHRIL, EQ, 12-Feb-2021,232.9,233.8,240.0,233.8,236.1,237.2,237.39,105497,250.44,2686, 41140, 39.00
MIC, BE, 12-Feb-2021,0.9,0.85,0.85,0.85,0.85,0.85,0.85,7245,0.06,17, -, -
MIDHANI, EQ, 12-Feb-2021,188.7,189.4,190.9,186.85,187.95,187.55,188.87,805970,1522.23,12383, 237443, 29.46
MINDACORP, EQ, 12-Feb-2021,93.95,95.0,99.2,95.0,97.7,97.7,97.87,1600415,1566.29,10697, 640548, 40.02
MINDAIND, EQ, 12-Feb-2021,600.7,603.0,605.4,576.7,587.0,586.1,592.75,104024,616.6,9690, 58032, 55.79
MINDSPACE, RR, 12-Feb-2021,323.03,324.8,325.0,319.0,320.0,319.76,320.6,409600,1313.18,553, 400200, 97.71
MINDTECK, EQ, 12-Feb-2021,46.55,45.0,47.85,44.5,44.5,44.85,45.27,23791,10.77,323, 16411, 68.98
MINDTREE, EQ, 12-Feb-2021,1755.7,1761.0,1789.35,1715.0,1725.0,1724.1,1755.89,798849,14026.89,31225, 138253, 17.31
MIRCELECTR, EQ, 12-Feb-2021,13.85,14.5,14.5,13.9,14.5,14.5,14.47,2439079,352.89,2045, 1616044, 66.26
MIRZAINT, EQ, 12-Feb-2021,50.2,50.35,51.7,50.0,50.15,50.3,50.74,343070,174.09,2257, 166920, 48.65
MITCON, SM, 12-Feb-2021,39.5,39.5,39.5,39.5,39.5,39.5,39.5,2000,0.79,1, 2000, 100.00
MITTAL, EQ, 12-Feb-2021,11.25,11.45,11.6,11.3,11.6,11.5,11.47,68047,7.8,252, 57149, 83.98
MMFL, EQ, 12-Feb-2021,501.45,500.05,502.45,485.0,485.0,487.9,493.93,10430,51.52,829, 5466, 52.41
MMP, EQ, 12-Feb-2021,83.15,80.5,87.8,80.5,84.1,84.1,83.51,65350,54.57,485, 53514, 81.89
MMTC, EQ, 12-Feb-2021,28.9,29.0,29.2,28.3,28.5,28.6,28.75,1323850,380.6,3637, 384965, 29.08
MODIRUBBER, BE, 12-Feb-2021,90.05,94.5,94.55,87.0,94.55,94.55,93.95,20614,19.37,241, -, -
MOHITIND, EQ, 12-Feb-2021,8.05,8.45,8.45,7.65,8.15,8.35,8.39,28668,2.41,106, 24231, 84.52
MOHOTAIND, BE, 12-Feb-2021,9.0,9.0,9.2,8.7,9.15,9.1,8.95,18666,1.67,80, -, -
MOIL, EQ, 12-Feb-2021,143.45,144.0,145.8,141.45,142.65,142.65,143.97,403140,580.39,6158, 168235, 41.73
MOLDTECH, EQ, 12-Feb-2021,46.8,47.05,49.0,44.8,45.5,45.15,46.5,66272,30.81,588, 44047, 66.46
MOLDTEKPP, E1, 12-Feb-2021,238.75,243.0,286.5,240.0,270.0,268.8,276.04,11441,31.58,607, 5011, 43.80
MOLDTKPAC, EQ, 12-Feb-2021,397.25,400.0,412.55,391.2,393.05,394.6,403.02,118883,479.13,4152, 49399, 41.55
MOLDTKPAC, W1, 12-Feb-2021,242.0,287.0,288.0,255.0,255.0,255.3,262.89,2219,5.83,60, 2040, 91.93
MONTECARLO, EQ, 12-Feb-2021,230.3,230.1,231.95,225.05,225.75,226.15,227.95,38171,87.01,1501, 18235, 47.77
MORARJEE, EQ, 12-Feb-2021,12.45,12.5,12.55,12.3,12.55,12.45,12.4,2909,0.36,37, 2288, 78.65
MOREPENLAB, EQ, 12-Feb-2021,30.65,30.95,31.7,29.5,29.95,30.0,30.72,6005072,1844.86,13911, 2803665, 46.69
MOTHERSUMI, EQ, 12-Feb-2021,179.3,179.9,199.7,172.5,198.0,197.3,189.0,128050584,242019.62,578298, 18355156, 14.33
MOTILALOFS, EQ, 12-Feb-2021,600.25,601.5,606.4,591.7,598.0,599.75,601.58,172786,1039.45,9309, 110924, 64.20
MOTOGENFIN, EQ, 12-Feb-2021,19.2,19.25,19.9,19.25,19.85,19.8,19.52,3429,0.67,94, 2353, 68.62
MPHASIS, EQ, 12-Feb-2021,1631.9,1638.0,1660.0,1628.0,1640.7,1646.45,1640.47,75900,1245.12,5648, 32981, 43.45
MPSLTD, EQ, 12-Feb-2021,481.2,490.95,498.0,484.5,487.3,487.45,491.57,20132,98.96,1159, 10321, 51.27
MRF, EQ, 12-Feb-2021,90084.7,92000.0,93480.0,90085.0,91088.85,91278.05,91595.78,138059,126456.22,73451, 5895, 4.27
MRO-TEK, EQ, 12-Feb-2021,31.9,30.8,32.15,30.8,31.6,31.6,31.61,1632,0.52,21, 1541, 94.42
MRPL, EQ, 12-Feb-2021,35.25,35.1,35.45,34.7,34.85,34.8,35.08,757009,265.54,2861, 385818, 50.97
MSPL, EQ, 12-Feb-2021,8.3,8.3,8.45,8.1,8.2,8.2,8.29,25183,2.09,158, 14934, 59.30
MSTCLTD, EQ, 12-Feb-2021,358.35,329.75,329.75,290.0,297.05,297.15,305.72,4997125,15277.28,103794, 1378348, 27.58
MTEDUCARE, EQ, 12-Feb-2021,8.5,8.5,8.8,8.5,8.5,8.55,8.53,76129,6.49,210, 58188, 76.43
MTNL, EQ, 12-Feb-2021,12.95,12.95,13.15,12.8,12.9,12.85,12.95,946851,122.62,5690, 431904, 45.61
MUKANDENGG, EQ, 12-Feb-2021,11.9,11.8,12.4,11.7,12.1,12.05,11.96,6698,0.8,86, 3470, 51.81
MUKANDLTD, EQ, 12-Feb-2021,65.15,65.3,66.95,64.5,66.05,66.05,65.85,52881,34.82,838, 36057, 68.19
MUKANDLTD, P1, 12-Feb-2021,5.45,5.45,5.45,5.25,5.25,5.25,5.44,118,0.01,3, 118, 100.00
MUKTAARTS, EQ, 12-Feb-2021,31.15,31.75,31.9,30.55,30.65,30.75,31.05,6104,1.9,85, 4512, 73.92
MUNJALAU, EQ, 12-Feb-2021,60.35,60.85,70.4,60.35,66.55,66.8,66.87,6931232,4635.03,30733, 1500328, 21.65
MUNJALSHOW, EQ, 12-Feb-2021,161.5,161.5,167.0,157.05,160.8,160.35,162.31,147871,240.01,3733, 39146, 26.47
MURUDCERA, EQ, 12-Feb-2021,21.7,21.8,21.9,21.05,21.4,21.4,21.41,103603,22.18,509, 62637, 60.46
MUTHOOTCAP, EQ, 12-Feb-2021,399.55,400.45,436.0,399.15,420.1,420.7,421.44,216380,911.91,9370, 83540, 38.61
MUTHOOTFIN, EQ, 12-Feb-2021,1276.25,1274.9,1329.9,1274.75,1317.0,1315.0,1315.94,4290890,56465.37,138554, 1151887, 26.84
